family_pfam,family_name,gene_id,gene_name,protein_id,seqid,start,end,strand,evalue,score
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141893928,LOC141893928,XP_074635514.1,NC_133891.1,9791055,9841558,-,1.4e-14,44.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141893928,LOC141893928,XP_074635513.1,NC_133891.1,9791055,9841558,-,2.5e-14,43.3
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141893928,LOC141893928,XP_074635512.1,NC_133891.1,9791055,9841558,-,2.9e-14,43.0
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141893928,LOC141893928,XP_074635511.1,NC_133891.1,9791055,9841558,-,2.9e-14,43.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141876572,LOC141876572,XP_074617349.1,NC_133884.1,24142179,24156145,+,9.4e-14,41.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141876572,LOC141876572,XP_074617350.1,NC_133884.1,24142179,24156145,+,9.4e-14,41.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860422,LOC141860422,XP_074607622.1,NC_133893.1,18948883,18974647,-,1.9e-13,40.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141889808,LOC141889808,XP_074631223.1,NC_133889.1,3584108,3603205,-,1.9e-13,40.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141881621,LOC141881621,XP_074623506.1,NC_133886.1,4004684,4016276,+,2.3e-13,40.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860422,LOC141860422,XP_074607621.1,NC_133893.1,18948883,18974647,-,2.4e-13,40.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141883629,LOC141883629,XP_074625273.1,NC_133887.1,23268058,23294954,+,2.7e-13,39.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141884755,LOC141884755,XP_074626730.1,NC_133882.1,23783615,23801870,-,4e-13,39.3
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891911,LOC141891911,XP_074633061.1,NC_133890.1,4895954,4920285,+,4.8e-13,39.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891911,LOC141891911,XP_074633060.1,NC_133890.1,4895954,4920285,+,4.8e-13,39.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141883629,LOC141883629,XP_074625274.1,NC_133887.1,23268058,23294954,+,6.8e-13,38.6
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141888832,LOC141888832,XP_074629954.1,NC_133889.1,2481535,2490865,-,7.3e-13,38.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141883885,LOC141883885,XP_074625641.1,NC_133887.1,11052458,11064635,-,8.9e-13,38.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860422,LOC141860422,XP_074607620.1,NC_133893.1,18948883,18974647,-,1.1e-12,37.8
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860422,LOC141860422,XP_074607619.1,NC_133893.1,18948883,18974647,-,1.1e-12,37.8
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141889808,LOC141889808,XP_074631222.1,NC_133889.1,3584108,3603205,-,1.9e-12,37.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141880221,LOC141880221,XP_074621773.1,NC_133885.1,22965026,22988912,-,2e-12,37.0
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141880221,LOC141880221,XP_074621772.1,NC_133885.1,22965026,22988912,-,2.3e-12,36.8
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141882191,LOC141882191,XP_074624258.1,NC_133886.1,3534895,3556485,+,7.6e-12,35.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141889593,LOC141889593,XP_074631026.1,NC_133889.1,5161027,5174792,+,1.4e-11,34.3
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891755,LOC141891755,XP_074632854.1,NC_133890.1,9303684,9343448,+,1.5e-11,34.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891756,LOC141891756,XP_074632856.1,NC_133890.1,9250230,9283077,-,2.2e-11,33.6
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141893289,LOC141893289,XP_074634782.1,NC_133890.1,4766946,4800811,-,2.5e-11,33.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891756,LOC141891756,XP_074632855.1,NC_133890.1,9250230,9283077,-,3.2e-11,33.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891755,LOC141891755,XP_074632852.1,NC_133890.1,9303684,9343448,+,4.2e-11,32.7
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891755,LOC141891755,XP_074632853.1,NC_133890.1,9303684,9343448,+,4.2e-11,32.7
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891755,LOC141891755,XP_074632851.1,NC_133890.1,9303684,9343448,+,4.9e-11,32.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141884279,LOC141884279,XP_074626139.1,NC_133882.1,20392612,20442673,-,5.9e-11,32.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860657,LOC141860657,XP_074607934.1,NC_133893.1,16377978,16382090,+,6.2e-11,32.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141878708,LOC141878708,XP_074619812.1,NC_133885.1,4408957,4418081,+,6.4e-11,32.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141878708,LOC141878708,XP_074619811.1,NC_133885.1,4408957,4418081,+,6.4e-11,32.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141892569,LOC141892569,XP_074634007.1,NC_133890.1,4862303,4891616,+,7.2e-11,31.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141892569,LOC141892569,XP_074634006.1,NC_133890.1,4862303,4891616,+,7.2e-11,31.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141877333,LOC141877333,XP_074618372.1,NC_133884.1,12120763,12124161,+,8e-11,31.8
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141859619,LOC141859619,XP_074606534.1,NC_133893.1,18976125,18977238,-,2.1e-10,30.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891910,LOC141891910,XP_074633058.1,NC_133890.1,4920435,4953144,+,2.5e-10,30.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141877045,LOC141877045,XP_074617997.1,NC_133884.1,22976027,22987202,+,3.9e-10,29.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891910,LOC141891910,XP_074633056.1,NC_133890.1,4920435,4953144,+,4.2e-10,29.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891910,LOC141891910,XP_074633055.1,NC_133890.1,4920435,4953144,+,4.2e-10,29.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891910,LOC141891910,XP_074633054.1,NC_133890.1,4920435,4953144,+,4.2e-10,29.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141859616,LOC141859616,XP_074606532.1,NC_133893.1,18837804,18839289,-,9.2e-10,28.3
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141884626,LOC141884626,XP_074626556.1,NC_133887.1,6536572,6547372,+,4.8e-09,26.0
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897499,LOC141897499,XP_074639186.1,NC_133892.1,1132608,1159069,-,2e-08,24.0
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897499,LOC141897499,XP_074639185.1,NC_133892.1,1132608,1159069,-,2.4e-08,23.7
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897499,LOC141897499,XP_074639184.1,NC_133892.1,1132608,1159069,-,2.5e-08,23.6
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141895603,LOC141895603,XP_074637568.1,NC_133891.1,615836,636247,+,5.5e-08,22.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897737,LOC141897737,XP_074639456.1,NC_133892.1,8711356,8724718,+,1.7e-07,20.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141859592,LOC141859592,XP_074606510.1,NC_133893.1,16372174,16378127,+,2.3e-07,20.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141879490,LOC141879490,XP_074620880.1,NC_133885.1,13313621,13314508,+,2.8e-07,20.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141866254,LOC141866254,XP_074611830.1,NC_133895.1,16427777,16446902,-,3.2e-07,20.0
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860744,LOC141860744,XP_074608035.1,NC_133893.1,12577418,12594896,-,4.9e-07,19.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141893930,LOC141893930,XP_074635517.1,NC_133891.1,9818220,9825368,-,5.1e-07,19.3
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141885836,LOC141885836,XP_074627817.1,NC_133888.1,2533578,2551919,+,6e-07,19.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141885836,LOC141885836,XP_074627816.1,NC_133888.1,2533578,2551919,+,6e-07,19.1
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141897399,LOC141897399,XP_074639062.1,NC_133892.1,493288,514217,-,1.5e-06,17.8
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141881319,LOC141881319,XP_074623196.1,NC_133886.1,16564571,16589726,+,1.7e-06,17.6
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141892316,LOC141892316,XP_074633649.1,NC_133890.1,3400711,3418579,+,1.9e-06,17.5
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141881319,LOC141881319,XP_074623192.1,NC_133886.1,16564571,16589726,+,2e-06,17.4
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141860324,LOC141860324,XP_074607491.1,NC_133893.1,18839377,18844568,-,2.4e-06,17.2
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141881319,LOC141881319,XP_074623193.1,NC_133886.1,16564571,16589726,+,2.7e-06,17.0
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141892932,LOC141892932,XP_074634373.1,NC_133890.1,19016925,19022145,-,3.2e-06,16.7
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141883522,LOC141883522,XP_074625129.1,NC_133887.1,22975577,22987923,+,4.5e-06,16.3
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141895263,LOC141895263,XP_074637137.1,NC_133891.1,15903202,15911714,-,5.6e-06,16.0
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141891910,LOC141891910,XP_074633057.1,NC_133890.1,4920435,4953144,+,5.9e-06,15.9
PF02463,"SMC_N — SMC-белок (когезин/конденсин), ATPase-домен",gene-LOC141887269,LOC141887269,XP_074629622.1,NC_133888.1,20478848,20501983,+,8.3e-06,15.4
PF08512,Rad21_Rec8_N — N-домен субъединицы когезина RAD21,gene-LOC141895645,LOC141895645,XP_074637624.1,NC_133891.1,2745403,2758425,-,2.6e-36,114.1
PF08512,Rad21_Rec8_N — N-домен субъединицы когезина RAD21,gene-LOC141876465,LOC141876465,XP_074617195.1,NC_133884.1,7362535,7389014,+,8.1e-29,90.0
PF08512,Rad21_Rec8_N — N-домен субъединицы когезина RAD21,gene-LOC141876465,LOC141876465,XP_074617194.1,NC_133884.1,7362535,7389014,+,8.2e-29,90.0
